2020-10-07:04:00:01 1 0
2020-10-07:04:00:08 1 0
2020-10-07:04:00:14 1 0
2020-10-07:04:00:20 1 0
2020-10-07:04:00:26 1 0
2020-10-07:04:00:32 1 0
2020-10-07:04:00:38 1 0
2020-10-07:04:00:44 1 0
2020-10-07:04:00:50 1 0
2020-10-07:04:00:56 1 0
2020-10-07:04:01:02 1 0
2020-10-07:04:01:08 1 0
2020-10-07:04:01:14 1 0
2020-10-07:04:01:20 1 0
2020-10-07:04:01:26 1 0
2020-10-07:04:01:32 1 0
2020-10-07:04:01:39 1 0
2020-10-07:04:01:45 1 0
2020-10-07:04:01:51 1 0
2020-10-07:04:01:57 1 0
2020-10-07:04:02:03 1 0
2020-10-07:04:02:09 1 5.46470666353965
2020-10-07:04:02:15 1 0
2020-10-07:04:02:21 1 0
2020-10-07:04:02:27 1 0
2020-10-07:04:02:33 1 0
2020-10-07:04:02:39 1 0
2020-10-07:04:02:45 1 0
2020-10-07:04:02:51 1 0
2020-10-07:04:02:57 1 0
2020-10-07:04:03:03 1 0
2020-10-07:04:03:09 1 0
2020-10-07:04:03:15 1 0
2020-10-07:04:03:21 1 0
2020-10-07:04:03:27 1 0
2020-10-07:04:03:33 1 0
2020-10-07:04:03:39 1 0
2020-10-07:04:03:45 1 0
2020-10-07:04:03:51 1 0
2020-10-07:04:03:57 1 0
2020-10-07:04:04:03 1 0
2020-10-07:04:04:09 1 0
2020-10-07:04:04:15 1 0
2020-10-07:04:04:21 1 0
2020-10-07:04:04:27 1 0
2020-10-07:04:04:33 1 0
2020-10-07:04:04:39 1 0
2020-10-07:04:04:45 1 0
2020-10-07:04:04:51 1 8.7894342930706
2020-10-07:04:04:57 1 0
2020-10-07:04:05:03 1 0
2020-10-07:04:05:09 1 8.19546879305353
2020-10-07:04:05:15 1 0
2020-10-07:04:05:21 1 0
2020-10-07:04:05:27 1 0
2020-10-07:04:05:33 1 0
2020-10-07:04:05:39 1 0
2020-10-07:04:05:45 1 0
2020-10-07:04:05:51 1 0
2020-10-07:04:05:57 1 0
2020-10-07:04:06:03 1 0
2020-10-07:04:06:09 1 0
2020-10-07:04:06:15 1 0
2020-10-07:04:06:21 1 4.48765765835965
2020-10-07:04:06:27 1 1.95321504321349
2020-10-07:04:06:33 1 0
2020-10-07:04:06:39 1 0
2020-10-07:04:06:45 1 0
2020-10-07:04:06:51 1 0
2020-10-07:04:06:57 1 0
2020-10-07:04:07:03 1 0
2020-10-07:04:07:10 1 0
2020-10-07:04:07:16 1 0
2020-10-07:04:07:22 1 0
2020-10-07:04:07:28 1 0
2020-10-07:04:07:34 1 0
2020-10-07:04:07:40 1 0
2020-10-07:04:07:46 1 0
2020-10-07:04:07:52 1 0
2020-10-07:04:07:58 1 0
2020-10-07:04:08:04 1 0.390640742821936
2020-10-07:04:08:10 1 0
2020-10-07:04:08:16 1 2.53900486458957
2020-10-07:04:08:22 1 3.32026269605956
2020-10-07:04:08:28 1 0
2020-10-07:04:08:34 1 0
2020-10-07:04:08:40 1 0
2020-10-07:04:08:46 1 0
2020-10-07:04:08:52 1 0
2020-10-07:04:08:58 1 0
2020-10-07:04:09:04 1 0
2020-10-07:04:09:10 1 0
2020-10-07:04:09:16 1 0
2020-10-07:04:09:22 1 0
2020-10-07:04:09:28 1 0
2020-10-07:04:09:34 1 0
2020-10-07:04:09:40 1 0
2020-10-07:04:09:46 1 0
2020-10-07:04:09:52 1 0
2020-10-07:04:09:58 1 0.195110112280531
2020-10-07:04:10:04 1 0
2020-10-07:04:10:10 1 0
2020-10-07:04:10:16 1 0
2020-10-07:04:10:22 1 0
2020-10-07:04:10:28 1 0
2020-10-07:04:10:34 1 0
2020-10-07:04:10:40 1 0
2020-10-07:04:10:46 1 0
2020-10-07:04:10:52 1 0
2020-10-07:04:10:58 1 0
2020-10-07:04:11:04 1 1.36714949324409
2020-10-07:04:11:10 1 0
2020-10-07:04:11:16 1 0
2020-10-07:04:11:22 1 0
2020-10-07:04:11:28 1 0
2020-10-07:04:11:34 1 0
2020-10-07:04:11:40 1 0
2020-10-07:04:11:46 1 0
2020-10-07:04:11:52 1 0
2020-10-07:04:11:58 1 0
2020-10-07:04:12:04 1 0
2020-10-07:04:12:10 1 0
2020-10-07:04:12:16 1 0
2020-10-07:04:12:22 1 0
2020-10-07:04:12:28 1 0
2020-10-07:04:12:34 1 0
2020-10-07:04:12:40 1 0
2020-10-07:04:12:46 1 0
2020-10-07:04:12:52 1 0
2020-10-07:04:12:58 1 0
2020-10-07:04:13:04 1 0
2020-10-07:04:13:10 1 0
2020-10-07:04:13:17 1 0
2020-10-07:04:13:23 1 0
2020-10-07:04:13:29 1 0
2020-10-07:04:13:35 1 0
2020-10-07:04:13:41 1 0
2020-10-07:04:13:47 1 0
2020-10-07:04:13:53 1 0
2020-10-07:04:13:59 1 0
2020-10-07:04:14:05 1 0
2020-10-07:04:14:11 1 0
2020-10-07:04:14:17 1 0
2020-10-07:04:14:23 1 0
2020-10-07:04:14:29 1 0
2020-10-07:04:14:35 1 0
2020-10-07:04:14:41 1 0
2020-10-07:04:14:47 1 0
2020-10-07:04:14:53 1 0
2020-10-07:04:14:59 1 0
2020-10-07:04:15:05 1 0
2020-10-07:04:15:11 1 0
2020-10-07:04:15:17 1 0
2020-10-07:04:15:23 1 0
2020-10-07:04:15:29 1 0
2020-10-07:04:15:35 1 0
2020-10-07:04:15:41 1 0
2020-10-07:04:15:47 1 0
2020-10-07:04:15:53 1 0
2020-10-07:04:15:59 1 0
2020-10-07:04:16:05 1 0
2020-10-07:04:16:11 1 0
2020-10-07:04:16:17 1 0
2020-10-07:04:16:23 1 0
2020-10-07:04:16:29 1 0
2020-10-07:04:16:35 1 0
2020-10-07:04:16:41 1 0
2020-10-07:04:16:47 1 0
2020-10-07:04:16:53 1 0.390225214267982
2020-10-07:04:16:59 1 1.17057121777764
2020-10-07:04:17:05 1 0
2020-10-07:04:17:11 1 8.9841944176922
2020-10-07:04:17:17 1 0.39060082180913
2020-10-07:04:17:23 1 0
2020-10-07:04:17:29 1 0
2020-10-07:04:17:35 1 0
2020-10-07:04:17:41 1 0
2020-10-07:04:17:47 1 0
2020-10-07:04:17:53 1 0
2020-10-07:04:17:59 1 0
2020-10-07:04:18:05 1 0
2020-10-07:04:18:11 1 0
2020-10-07:04:18:17 1 0
2020-10-07:04:18:23 1 0
2020-10-07:04:18:29 1 0
2020-10-07:04:18:35 1 0
2020-10-07:04:18:41 1 0
2020-10-07:04:18:47 1 0
2020-10-07:04:18:54 1 0
2020-10-07:04:19:00 1 0
2020-10-07:04:19:06 1 0
2020-10-07:04:19:12 1 0
2020-10-07:04:19:18 1 0
2020-10-07:04:19:24 1 0
2020-10-07:04:19:30 1 0
2020-10-07:04:19:36 1 0
2020-10-07:04:19:42 1 0
2020-10-07:04:19:48 1 0
2020-10-07:04:19:54 1 0
2020-10-07:04:20:00 1 0
2020-10-07:04:20:06 1 0
2020-10-07:04:20:12 1 0
2020-10-07:04:20:18 1 0
2020-10-07:04:20:24 1 0
2020-10-07:04:20:30 1 0
2020-10-07:04:20:36 1 0
2020-10-07:04:20:42 1 0
2020-10-07:04:20:48 1 0
2020-10-07:04:20:54 1 0
2020-10-07:04:21:00 1 0
2020-10-07:04:21:06 1 0
2020-10-07:04:21:12 1 0
2020-10-07:04:21:18 1 0
2020-10-07:04:21:24 1 0
2020-10-07:04:21:30 1 0
2020-10-07:04:21:36 1 0
2020-10-07:04:21:42 1 0
2020-10-07:04:21:48 1 0
2020-10-07:04:21:54 1 0
2020-10-07:04:22:00 1 0
2020-10-07:04:22:06 1 0
2020-10-07:04:22:12 1 0
2020-10-07:04:22:18 1 0
2020-10-07:04:22:24 1 0
2020-10-07:04:22:30 1 0
2020-10-07:04:22:36 1 0
2020-10-07:04:22:42 1 0
2020-10-07:04:22:48 1 0
2020-10-07:04:22:54 1 0
2020-10-07:04:23:00 1 0
2020-10-07:04:23:06 1 0
2020-10-07:04:23:12 1 0
2020-10-07:04:23:18 1 0
2020-10-07:04:23:24 1 0
2020-10-07:04:23:30 1 0
2020-10-07:04:23:36 1 0
2020-10-07:04:23:42 1 0
2020-10-07:04:23:49 1 0
2020-10-07:04:23:55 1 0
2020-10-07:04:24:01 1 0
2020-10-07:04:24:07 1 0
2020-10-07:04:24:13 1 0
2020-10-07:04:24:19 1 0
2020-10-07:04:24:25 1 0
2020-10-07:04:24:31 1 0
2020-10-07:04:24:37 1 0
2020-10-07:04:24:43 1 0
2020-10-07:04:24:49 1 0
2020-10-07:04:24:55 1 0
2020-10-07:04:25:01 1 0
2020-10-07:04:25:07 1 0.19510451858319
2020-10-07:04:25:13 1 0
2020-10-07:04:25:19 1 0
2020-10-07:04:25:25 1 0
2020-10-07:04:25:31 1 0
2020-10-07:04:25:37 1 3.51539895984688
2020-10-07:04:25:43 1 4.48297274951338
2020-10-07:04:25:49 1 0
2020-10-07:04:25:55 1 0
2020-10-07:04:26:01 1 0
2020-10-07:04:26:07 1 0
2020-10-07:04:26:13 1 0
2020-10-07:04:26:19 1 0
2020-10-07:04:26:25 1 0
2020-10-07:04:26:31 1 0
2020-10-07:04:26:37 1 0
2020-10-07:04:26:43 1 0
2020-10-07:04:26:49 1 0
2020-10-07:04:26:55 1 0
2020-10-07:04:27:01 1 0
2020-10-07:04:27:07 1 0
2020-10-07:04:27:13 1 0
2020-10-07:04:27:19 1 0
2020-10-07:04:27:25 1 0
2020-10-07:04:27:31 1 2.92920095972059
2020-10-07:04:27:37 1 0
2020-10-07:04:27:43 1 2.14612719407558
2020-10-07:04:27:49 1 0
2020-10-07:04:27:55 1 0
2020-10-07:04:28:01 1 0
2020-10-07:04:28:07 1 0
2020-10-07:04:28:13 1 0
2020-10-07:04:28:19 1 0
2020-10-07:04:28:25 1 0
2020-10-07:04:28:31 1 0
2020-10-07:04:28:37 1 0
2020-10-07:04:28:44 1 0
2020-10-07:04:28:50 1 0
2020-10-07:04:28:56 1 0
2020-10-07:04:29:02 1 0
2020-10-07:04:29:08 1 0.780437330607638
2020-10-07:04:29:14 1 1.75770738909813
2020-10-07:04:29:20 1 0
2020-10-07:04:29:26 1 0
2020-10-07:04:29:32 1 0
2020-10-07:04:29:38 1 0
2020-10-07:04:29:44 1 0
2020-10-07:04:29:50 1 0
2020-10-07:04:29:56 1 0
2020-10-07:04:30:02 1 0
2020-10-07:04:30:08 1 0
2020-10-07:04:30:14 1 0
2020-10-07:04:30:20 1 0
2020-10-07:04:30:26 1 0
2020-10-07:04:30:32 1 0
2020-10-07:04:30:38 1 0
2020-10-07:04:30:44 1 0
2020-10-07:04:30:50 1 0
2020-10-07:04:30:56 1 0
2020-10-07:04:31:02 1 0
2020-10-07:04:31:08 1 0
2020-10-07:04:31:14 1 0
2020-10-07:04:31:20 1 0
2020-10-07:04:31:26 1 0
2020-10-07:04:31:32 1 0
2020-10-07:04:31:38 1 0
2020-10-07:04:31:44 1 0
2020-10-07:04:31:50 1 0
2020-10-07:04:31:56 1 0
2020-10-07:04:32:02 1 0
2020-10-07:04:32:08 1 0
2020-10-07:04:32:14 1 0
2020-10-07:04:32:20 1 0
2020-10-07:04:32:26 1 0
2020-10-07:04:32:32 1 0
2020-10-07:04:32:38 1 0
2020-10-07:04:32:44 1 0
2020-10-07:04:32:50 1 0
2020-10-07:04:32:56 1 0
2020-10-07:04:33:02 1 0
2020-10-07:04:33:09 1 0
2020-10-07:04:33:15 1 0
2020-10-07:04:33:21 1 0
2020-10-07:04:33:27 1 0
2020-10-07:04:33:33 1 0
2020-10-07:04:33:39 1 0
2020-10-07:04:33:45 1 0
2020-10-07:04:33:51 1 0
2020-10-07:04:33:57 1 0
2020-10-07:04:34:03 1 0
2020-10-07:04:34:09 1 0
2020-10-07:04:34:15 1 0
2020-10-07:04:34:21 1 0
2020-10-07:04:34:27 1 0
2020-10-07:04:34:33 1 0
2020-10-07:04:34:39 1 0
2020-10-07:04:34:45 1 0
2020-10-07:04:34:51 1 0
2020-10-07:04:34:57 1 0
2020-10-07:04:35:03 1 0
2020-10-07:04:35:09 1 0
2020-10-07:04:35:15 1 0
2020-10-07:04:35:21 1 0
2020-10-07:04:35:27 1 0
2020-10-07:04:35:33 1 0
2020-10-07:04:35:39 1 0
2020-10-07:04:35:45 1 0
2020-10-07:04:35:51 1 0
2020-10-07:04:35:57 1 0
2020-10-07:04:36:03 1 0
2020-10-07:04:36:09 1 0
2020-10-07:04:36:15 1 0
2020-10-07:04:36:21 1 0
2020-10-07:04:36:27 1 0
2020-10-07:04:36:33 1 0
2020-10-07:04:36:39 1 0
2020-10-07:04:36:45 1 0
2020-10-07:04:36:51 1 0
2020-10-07:04:36:57 1 0
2020-10-07:04:37:03 1 0
2020-10-07:04:37:09 1 0.195301797461499
2020-10-07:04:37:15 1 0.390596564570099
2020-10-07:04:37:21 1 0
2020-10-07:04:37:27 1 0
2020-10-07:04:37:33 1 0
2020-10-07:04:37:39 1 0
2020-10-07:04:37:45 1 0
2020-10-07:04:37:52 1 0
2020-10-07:04:37:58 1 0
2020-10-07:04:38:04 1 0
2020-10-07:04:38:10 1 0
2020-10-07:04:38:16 1 0
2020-10-07:04:38:22 1 0
2020-10-07:04:38:28 1 0
2020-10-07:04:38:34 1 0
2020-10-07:04:38:40 1 0
2020-10-07:04:38:46 1 0
2020-10-07:04:38:52 1 0
2020-10-07:04:38:58 1 0
2020-10-07:04:39:04 1 0
2020-10-07:04:39:10 1 0
2020-10-07:04:39:16 1 0
2020-10-07:04:39:22 1 0
2020-10-07:04:39:28 1 0
2020-10-07:04:39:34 1 0
2020-10-07:04:39:40 1 0
2020-10-07:04:39:46 1 0
2020-10-07:04:39:52 1 0
2020-10-07:04:39:58 1 0
2020-10-07:04:40:04 1 0
2020-10-07:04:40:10 1 0
2020-10-07:04:40:16 1 0
2020-10-07:04:40:22 1 0
2020-10-07:04:40:28 1 0
2020-10-07:04:40:34 1 0
2020-10-07:04:40:40 1 0
2020-10-07:04:40:46 1 0
2020-10-07:04:40:52 1 0
2020-10-07:04:40:58 1 0
2020-10-07:04:41:04 1 0
2020-10-07:04:41:10 1 0
2020-10-07:04:41:16 1 0
2020-10-07:04:41:22 1 0
2020-10-07:04:41:28 1 0
2020-10-07:04:41:34 1 0
2020-10-07:04:41:40 1 0
2020-10-07:04:41:46 1 0
